開放閩南語字典

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本字典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）

［繁體字］	［簡體字］	［閩南語拼音］	［閩南語拼音 (數字調號)］
了	了	liáu	liau2
憭	憭	liáu	liau2
蓼	蓼	liáu	liau2
嫽	嫽	liáu	liau2
镽	镽	liáu	liau2
鄝	鄝	liáu	liau2
撩	撩	liáu	liau2
嫋	嫋	liáu	liau2
瞭	了	liáu	liau2
條	条	liâu	liau5
翏	翏	liâu	liau5
嵺	嵺	liâu	liau5
繆	缪	liâu	liau5
嶚	嶚	liâu	liau5
蟟	蟟	liâu	liau5
膫	膫	liâu	liau5
僚	僚	liâu	liau5
聊	聊	liâu	liau5
橑	橑	liâu	liau5
寥	寥	liâu	liau5
膋	膋	liâu	liau5
佬	佬	liâu	liau5
嫽	嫽	liâu	liau5
炓	炓	liâu	liau5
憭	憭	liâu	liau5
嘹	嘹	liâu	liau5
镽	镽	liâu	liau5
撩	撩	liâu	liau5
寮	寮	liâu	liau5
漻	漻	liâu	liau5
敹	敹	liâu	liau5
簝	簝	liâu	liau5
澆	浇	liâu	liau5
獠	獠	liâu	liau5
屪	屪	liâu	liau5
暸	暸	liâu	liau5
憀	憀	liâu	liau5
燎	燎	liâu	liau5
鐐	镣	liâu	liau5
繚	缭	liâu	liau5
遼	辽	liâu	liau5
飂	飂	liâu	liau5
鷯	鹩	liâu	liau5
繚	缭	liāu	liau7
廖	廖	liāu	liau7
窲	窲	liāu	liau7
燎	燎	liāu	liau7
療	疗	liāu	liau7
尥	尥	liāu	liau7
撩	撩	liāu	liau7
料	料	liāu	liau7
裂	裂	li̍h	lih8
僅	仅	lím	lim2
菻	菻	lím	lim2
懍	懔	lím	lim2
檁	檩	lím	lim2
稟	禀	lím	lim2
箖	箖	lîm	lim5
淋	淋	lîm	lim5
霖	霖	lîm	lim5
琳	琳	lîm	lim5
痳	痳	lîm	lim5
罧	罧	lîm	lim5
臨	临	lîm	lim5
林	林	lîm	lim5
菻	菻	lîm	lim5
乳	乳	lin	lin
鈴	铃	lin	lin
們	们	lín	lin2
僯	僯	lín	lin2
您	您	lín	lin2
橉	橉	lín	lin2
疄	疄	lin	lin5
嶙	嶙	lin	lin5
憐	怜	lin	lin5
驎	驎	lin	lin5
璘	璘	lin	lin5
僯	僯	lin	lin5
鱗	鳞	lin	lin5
潾	潾	lin	lin5
麟	麟	lin	lin5
遴	遴	lin	lin5
燐	燐	lin	lin5
轔	辚	lin	lin5
綾	绫	lin	lin5
鄰	邻	lin	lin5
粼	粼	lin	lin5
磷	磷	lin	lin5
吝	吝	līn	lin7
藺	蔺	līn	lin7
橉	橉	līn	lin7
躪	躏	līn	lin7
甯	甯	līn	lin7
遴	遴	līn	lin7
驎	驎	līn	lin7
佞	佞	līn	lin7
疄	疄	līn	lin7
粼	粼	līn	lin7
磷	磷	līn	lin7
覛	覛	lió	lio2
眽	眽	lió	lio2
瞭	了	lió	lio2
撈	捞	liô	lio5
瞭	了	lioh	lioh
略	略	lio̍h	lioh8
鑠	铄	liok	liok
忸	忸	liok	liok
恧	恧	liok	liok
硉	硉	lio̍k	liok8
掠	掠	lio̍k	liok8
蓼	蓼	lio̍k	liok8
逯	逯	lio̍k	liok8
稑	稑	lio̍k	liok8
六	六	lio̍k	liok8
略	略	lio̍k	liok8
騄	騄	lio̍k	liok8
綠	绿	lio̍k	liok8
戮	戮	lio̍k	liok8
錄	录	lio̍k	liok8
褥	褥	lio̍k	liok8
籙	箓	lio̍k	liok8
菉	菉	lio̍k	liok8
碌	碌	lio̍k	liok8
擽	擽	lio̍k	liok8
彔	彔	lio̍k	liok8
坴	坴	lio̍k	liok8
僇	僇	lio̍k	liok8
磟	磟	lio̍k	liok8
醁	醁	lio̍k	liok8
穋	穋	lio̍k	liok8
兩	两	lióng	liong2
魎	魉	lióng	liong2
倆	俩	lióng	liong2
壟	垄	lióng	liong2
緉	緉	lióng	liong2
輛	辆	lióng	liong2
隆	隆	liông	liong5
筤	筤	liông	liong5
梁	梁	liông	liong5
粱	粱	liông	liong5
螂	螂	liông	liong5
龍	龙	liông	liong5
躘	躘	liông	liong5
糧	粮	liông	liong5
嚨	咙	liông	liong5
孃	孃	liông	liong5
惊	惊	liông	liong5
蘢	茏	liông	liong5
癃	癃	liông	liong5
輬	辌	liông	liong5
俍	俍	liông	liong5
襱	襱	liông	liong5
狼	狼	liông	liong5
礱	砻	liông	liong5
涼	凉	liông	liong5
踉	踉	liông	liong5
蜋	蜋	liông	liong5
瓏	珑	liông	liong5
良	良	liông	liong5
窿	窿	liông	liong5
龐	庞	liông	liong5
瀧	泷	liông	liong5
娘	娘	liông	liong5
綡	綡	liông	liong5
樑	樑	liông	liong5
椋	椋	liông	liong5
晾	晾	liōng	liong7
隆	隆	liōng	liong7
諒	谅	liōng	liong7
讓	让	liōng	liong7
徿	徿	liōng	liong7
倞	倞	liōng	liong7
俍	俍	liōng	liong7
良	良	liōng	liong7
量	量	liōng	liong7
輛	辆	liōng	liong7
喨	喨	liōng	liong7
亮	亮	liōng	liong7
涼	凉	liōng	liong7
岦	岦	li̍p	lip8
鴗	鴗	li̍p	lip8
立	立	li̍p	lip8
苙	苙	li̍p	lip8
粒	粒	li̍p	lip8
笠	笠	li̍p	lip8
砬	砬	li̍p	lip8
鰍	鳅	liu	liu
抽	抽	liu	liu
鈕	钮	liú	liu2
妞	妞	liú	liu2
扭	扭	liú	liu2
蟉	蟉	liú	liu2
紐	纽	liú	liu2
杻	杻	liú	liu2
狃	狃	liú	liu2
懰	懰	liú	liu2
綹	绺	liú	liu2
忸	忸	liú	liu2
罶	罶	liú	liu2
柳	柳	liú	liu2
鷚	鹨	liù	liu3
翏	翏	liù	liu3
塯	塯	liù	liu3
霤	霤	liù	liu3
流	流	liù	liu3
溜	溜	liù	liu3
瀏	浏	liû	liu5
遛	遛	liû	liu5
留	留	liû	liu5
旒	旒	liû	liu5
榴	榴	liû	liu5
廇	廇	liû	liu5
飀	飗	liû	liu5
鰇	鰇	liû	liu5
鶹	鹠	liû	liu5
騮	骝	liû	liu5
硫	硫	liû	liu5
鏐	镠	liû	liu5
流	流	liû	liu5
溜	溜	liû	liu5
鰡	鰡	liû	liu5
劉	刘	liû	liu5
鎏	鎏	liû	liu5
塯	塯	liû	liu5
瘤	瘤	liû	liu5
餾	馏	liû	liu5
蟉	蟉	liû	liu5
飂	飂	liû	liu5
懰	懰	liû	liu5
琉	琉	liû	liu5
略	略	liu̍h	liuh8
六	六	liu̍h	liuh8
烙	烙	lo	lo
囉	囉	lo	lo
惱	恼	ló	lo2
咾	咾	ló	lo2
老	老	ló	lo2
恅	恅	ló	lo2
蓼	蓼	ló	lo2
荖	荖	ló	lo2
狫	狫	ló	lo2
臝	臝	ló	lo2
腦	脑	ló	lo2
蓏	蓏	ló	lo2
栳	栳	ló	lo2
瑙	瑙	ló	lo2
潦	潦	ló	lo2
蠃	蠃	ló	lo2
橑	橑	ló	lo2
軂	軂	lò	lo3
囉	囉	lô	lo5
嫪	嫪	lô	lo5
蠡	蠡	lô	lo5
嘐	嘐	lô	lo5
那	那	lô	lo5
膋	膋	lô	lo5
羅	罗	lô	lo5
膫	膫	lô	lo5
奴	奴	lô	lo5
鏤	镂	lô	lo5
鐐	镣	lô	lo5
鑼	锣	lô	lo5
耬	耧	lô	lo5
猱	猱	lô	lo5
儺	傩	lô	lo5
澇	涝	lô	lo5
蔂	蔂	lô	lo5
捼	捼	lô	lo5
挪	挪	lô	lo5
蘿	萝	lô	lo5
欏	椤	lô	lo5
邏	逻	lô	lo5
僗	僗	lô	lo5
河	河	lô	lo5
撈	捞	lô	lo5
娜	娜	lô	lo5
勞	劳	lô	lo5
牢	牢	lô	lo5
腡	脶	lô	lo5
儸	儸	lô	lo5
醪	醪	lô	lo5
濁	浊	lô	lo5
峱	峱	lô	lo5
蟧	蟧	lô	lo5
摞	摞	lô	lo5
挼	挼	lô	lo5
罹	罹	lô	lo5
騾	骡	lô	lo5
覶	覶	lô	lo5
螺	螺	lô	lo5
癆	痨	lô	lo5
籮	箩	lô	lo5
哪	哪	lô	lo5
蠃	蠃	lô	lo5
鸁	鸁	lô	lo5
糯	糯	lō	lo7
懦	懦	lō	lo7
嫪	嫪	lō	lo7
澇	涝	lō	lo7
裸	裸	lō	lo7
鸁	鸁	lō	lo7
撈	捞	lō	lo7
果	果	lō	lo7
勞	劳	lō	lo7
癆	痨	lō	lo7
僗	僗	lō	lo7
栳	栳	lō	lo7
烙	烙	lō	lo7
摞	摞	lō	lo7
邏	逻	lō	lo7
藞	藞	lóa	loa2
籮	箩	lôa	loa5
賴	赖	lōa	loa7
若	若	lōa	loa7
瀨	濑	lōa	loa7
捋	捋	loah	loah
捋	捋	lo̍ah	loah8
辣	辣	lo̍ah	loah8
孿	孪	loan	loan
臠	脔	lóan	loan2
嫩	嫩	lóan	loan2
軟	软	lóan	loan2
卵	卵	lóan	loan2
餪	餪	lóan	loan2
耎	耎	lóan	loan2
壖	壖	lóan	loan2
蠕	蠕	lóan	loan2
煖	煖	lóan	loan2
渜	渜	lóan	loan2
巒	峦	lôan	loan5
孌	娈	lôan	loan5
孿	孪	lôan	loan5
灤	滦	lôan	loan5
欒	栾	lôan	loan5
癵	癵	lôan	loan5
攣	挛	lôan	loan5
戀	恋	lôan	loan5
臠	脔	lôan	loan5
鑾	銮	lôan	loan5
曫	曫	lôan	loan5
羉	羉	lôan	loan5
鸞	鸾	lôan	loan5
攣	挛	lōan	loan7
薍	薍	lōan	loan7
渜	渜	lōan	loan7
臠	脔	lōan	loan7
戀	恋	lōan	loan7
堧	堧	lōan	loan7
亂	乱	lōan	loan7
劣	劣	loat	loat
鋝	锊	loat	loat
捋	捋	loat	loat
捋	捋	lo̍at	loat8
辣	辣	lo̍at	loat8
餧	餧	lóe	loe2
禮	礼	lóe	loe2
詈	詈	lóe	loe2
餒	馁	lóe	loe2
鑢	鑢	lòe	loe3
犁	犁	lôe	loe5
內	内	lōe	loe7
鱱	鱱	lōe	loe7
笠	笠	lo̍eh	loeh8
絡	络	lo̍h	loh
落	落	lo̍h	loh
駱	骆	lo̍h	loh
樂	乐	lo̍h	loh
衄	衄	lok	lok
橐	橐	lok	lok
甪	甪	lok	lok
恧	恧	lok	lok
麓	麓	lo̍k	lok8
絡	络	lo̍k	lok8
烙	烙	lo̍k	lok8
硌	硌	lo̍k	lok8
摝	摝	lo̍k	lok8
祿	禄	lo̍k	lok8
犖	荦	lo̍k	lok8
鹿	鹿	lo̍k	lok8
漉	漉	lo̍k	lok8
諾	诺	lo̍k	lok8
陸	陆	lo̍k	lok8
碌	碌	lo̍k	lok8
馲	馲	lo̍k	lok8
珞	珞	lo̍k	lok8
轆	辘	lo̍k	lok8
螰	螰	lo̍k	lok8
濼	泺	lo̍k	lok8
爍	烁	lo̍k	lok8
酪	酪	lo̍k	lok8
櫟	栎	lo̍k	lok8
雒	雒	lo̍k	lok8
落	落	lo̍k	lok8
咯	咯	lo̍k	lok8
貉	貉	lo̍k	lok8
簏	簏	lo̍k	lok8
盝	盝	lo̍k	lok8
駱	骆	lo̍k	lok8
鄜	鄜	lo̍k	lok8
鏕	鏕	lo̍k	lok8
淥	渌	lo̍k	lok8
樂	乐	lo̍k	lok8
洛	洛	lo̍k	lok8
瓏	珑	long	long
澢	澢	long	long
灢	灢	lóng	long2
誏	誏	lóng	long2
儱	儱	lóng	long2
籠	笼	lóng	long2
蘢	茏	lóng	long2
曩	曩	lóng	long2
壟	垄	lóng	long2
攮	攮	lóng	long2
齉	齉	lóng	long2
聾	聋	lóng	long2
朗	朗	lóng	long2
攏	拢	lóng	long2
閬	阆	lóng	long2
隴	陇	lóng	long2
烺	烺	lóng	long2
曠	旷	lòng	long3
齈	齈	lông	long5
擃	擃	lông	long5
莨	莨	lông	long5
埌	埌	lông	long5
噥	哝	lông	long5
瓏	珑	lông	long5
聾	聋	lông	long5
醲	醲	lông	long5
閬	阆	lông	long5
農	农	lông	long5
蘢	茏	lông	long5
嚨	咙	lông	long5
膿	脓	lông	long5
蜋	蜋	lông	long5
硠	硠	lông	long5
稂	稂	lông	long5
榔	榔	lông	long5
朧	胧	lông	long5
廊	廊	lông	long5
儂	侬	lông	long5
穠	秾	lông	long5
蠪	蠪	lông	long5
襱	襱	lông	long5
螂	螂	lông	long5
瑯	瑯	lông	long5
囊	囊	lông	long5
濃	浓	lông	long5
狼	狼	lông	long5
塱	塱	lông	long5
琅	琅	lông	long5
曨	昽	lông	long5
瀧	泷	lông	long5
浪	浪	lông	long5
踉	踉	lông	long5
襛	襛	lông	long5
櫳	栊	lông	long5
籠	笼	lông	long5
龐	庞	lông	long5
礱	砻	lông	long5
鋃	锒	lông	long5
攏	拢	lông	long5
桹	桹	lông	long5
筤	筤	lông	long5
哢	哢	lōng	long7
弄	弄	lōng	long7
烺	烺	lōng	long7
徿	徿	lōng	long7
浪	浪	lōng	long7
閬	阆	lōng	long7
誏	誏	lōng	long7
埌	埌	lōng	long7
塱	塱	lōng	long7
擼	撸	ló·	lou2
虜	虏	ló·	lou2
簍	篓	ló·	lou2
滷	卤	ló·	lou2
箬	箬	ló·	lou2
砮	砮	ló·	lou2
艣	艣	ló·	lou2
魯	鲁	ló·	lou2
塿	塿	ló·	lou2
櫓	橹	ló·	lou2
鑪	鑪	ló·	lou2
弩	弩	ló·	lou2
磠	磠	ló·	lou2
努	努	ló·	lou2
鹵	卤	ló·	lou2
擄	掳	ló·	lou2
簍	篓	lò·	lou3
蔞	蒌	lô·	lou5
砮	砮	lô·	lou5
褲	裤	lô·	lou5
孥	孥	lô·	lou5
玈	玈	lô·	lou5
摟	搂	lô·	lou5
呶	呶	lô·	lou5
纑	纑	lô·	lou5
盧	卢	lô·	lou5
艛	艛	lô·	lou5
爐	炉	lô·	lou5
罏	罏	lô·	lou5
鏤	镂	lô·	lou5
駑	驽	lô·	lou5
轤	轳	lô·	lou5
謱	謱	lô·	lou5
婁	娄	lô·	lou5
瀘	泸	lô·	lou5
鱸	鲈	lô·	lou5
顱	颅	lô·	lou5
螺	螺	lô·	lou5
螻	蝼	lô·	lou5
僂	偻	lô·	lou5
鸕	鸬	lô·	lou5
壚	垆	lô·	lou5
艫	舻	lô·	lou5
臚	胪	lô·	lou5
櫨	栌	lô·	lou5
嘍	喽	lô·	lou5
蘆	芦	lô·	lou5
髏	髅	lô·	lou5
攎	攎	lô·	lou5
樓	楼	lô·	lou5
慺	慺	lô·	lou5
帑	帑	lô·	lou5
籚	籚	lô·	lou5
嚧	嚧	lô·	lou5
獳	獳	lō·	lou7
賂	赂	lō·	lou7
鎒	鎒	lō·	lou7
漏	漏	lō·	lou7
檽	檽	lō·	lou7
鷺	鹭	lō·	lou7
耨	耨	lō·	lou7
輅	辂	lō·	lou7
陋	陋	lō·	lou7
瘺	瘘	lō·	lou7
蕗	蕗	lō·	lou7
露	露	lō·	lou7
怒	怒	lō·	lou7
戶	户	lō·	lou7
鹵	卤	lō·	lou7
路	路	lō·	lou7
潞	潞	lō·	lou7
璐	璐	lō·	lou7
螺	螺	lō·	lou7
弩	弩	lō·	lou7
縷	缕	lú	lu2
籹	籹	lú	lu2
女	女	lú	lu2
臚	胪	lú	lu2
寠	寠	lú	lu2
嶁	嵝	lú	lu2
慺	慺	lú	lu2
汝	汝	lú	lu2
穭	稆	lú	lu2
旅	旅	lú	lu2
膂	膂	lú	lu2
窶	窭	lú	lu2
漊	漊	lú	lu2
褸	褛	lú	lu2
屢	屡	lú	lu2
祣	祣	lú	lu2
僂	偻	lú	lu2
鑢	鑢	lù	lu3
櫚	榈	lû	lu5
臚	胪	lû	lu5
藘	藘	lû	lu5
閭	闾	lû	lu5
驢	驴	lû	lu5
廬	庐	lû	lu5
儢	儢	lū	lu7
女	女	lū	lu7
慮	虑	lū	lu7
濾	滤	lū	lu7
勴	勴	lū	lu7
侶	侣	lū	lu7
穭	稆	lū	lu7
梠	梠	lū	lu7
鑢	鑢	lū	lu7
呂	吕	lū	lu7
腄	腄	lui	lui
蕾	蕾	lúi	lui2
誄	诔	lúi	lui2
瘰	瘰	lúi	lui2
讄	讄	lúi	lui2
儡	儡	lúi	lui2
蕊	蕊	lúi	lui2
漯	漯	lúi	lui2
礧	礧	lúi	lui2
累	累	lúi	lui2
儽	儽	lúi	lui2
絫	絫	lúi	lui2
壘	垒	lúi	lui2
畾	畾	lúi	lui2
屢	屡	lúi	lui2
虆	蔂	lúi	lui2
櫑	櫑	lúi	lui2
樏	樏	lúi	lui2
藟	藟	lúi	lui2
縷	缕	lúi	lui2
磊	磊	lúi	lui2
蘲	蘲	lúi	lui2
褸	褛	lúi	lui2
礌	礌	lúi	lui2
鸓	鸓	lúi	lui2
雷	雷	lûi	lui5
畾	畾	lûi	lui5
櫑	櫑	lûi	lui5
罍	罍	lûi	lui5
擂	擂	lûi	lui5
蘲	蘲	lûi	lui5
虆	蔂	lûi	lui5
縲	缧	lûi	lui5
累	累	lûi	lui5
礧	礧	lûi	lui5
蜊	蜊	lûi	lui5
纍	累	lûi	lui5
檑	檑	lûi	lui5
鐳	镭	lûi	lui5
癗	癗	lûi	lui5
酹	酹	lūi	lui7
累	累	lūi	lui7
礧	礧	lūi	lui7
礌	礌	lūi	lui7
類	类	lūi	lui7
纇	纇	lūi	lui7
內	内	lūi	lui7
耒	耒	lūi	lui7
縋	缒	lūi	lui7
銇	銇	lūi	lui7
伸	伸	lun	lun
圇	囵	lun	lun
縮	缩	lun	lun
怕	怕	lún	lun2
碖	碖	lún	lun2
稐	稐	lún	lun2
忍	忍	lún	lun2
輪	轮	lûn	lun5
倫	伦	lûn	lun5
論	论	lûn	lun5
綸	纶	lûn	lun5
碖	碖	lûn	lun5
侖	仑	lûn	lun5
圇	囵	lûn	lun5
崙	崙	lûn	lun5
掄	抡	lûn	lun5
淪	沦	lûn	lun5
潤	润	lūn	lun7
閏	闰	lūn	lun7
崙	崙	lūn	lun7
溣	溣	lūn	lun7
嫩	嫩	lūn	lun7
論	论	lūn	lun7
肭	肭	lut	lut
甪	甪	lut	lut
黜	黜	lut	lut
豽	豽	lu̍t	lut8
律	律	lu̍t	lut8
硉	硉	lu̍t	lut8
嵂	嵂	lu̍t	lut8
葎	葎	lu̍t	lut8
貀	貀	lu̍t	lut8
訥	讷	lu̍t	lut8
繂	繂	lu̍t	lut8
膟	膟	lu̍t	lut8
柮	柮	lu̍t	lut8
驈	驈	lu̍t	lut8
率	率	lu̍t	lut8
吶	呐	lu̍t	lut8
鷸	鹬	lu̍t	lut8
母	母	ḿ	m2
姆	姆	ḿ	m2
梅	梅	m̂	m5
不	不	m̄	m7
碼	码	má	ma2
瑪	玛	má	ma2
螞	蚂	má	ma2
嗎	吗	má	ma2
媽	妈	má	ma2
馬	马	má	ma2
痲	痲	mâ	ma5
麻	麻	mâ	ma5
罵	骂	mā	ma7
禡	祃	mā	ma7
嗎	吗	mā	ma7
傌	傌	mā	ma7
榪	杩	mā	ma7
嘪	嘪	mái	mai2
買	买	mái	mai2
袂	袂	māi	mai7
蠆	虿	māi	mai7
邁	迈	māi	mai7
賣	卖	māi	mai7
勱	劢	māi	mai7
茅	茅	mâu	mau5
媌	媌	mâu	mau5
矛	矛	mâu	mau5
蟊	蟊	mâu	mau5
髳	髳	mâu	mau5
蝥	蝥	mâu	mau5
鍪	鍪	mâu	mau5
罞	罞	mâu	mau5
毛	毛	mâu	mau5
貌	貌	māu	mau7
藐	藐	māu	mau7
冒	冒	māu	mau7
咪	咪	me	me
猛	猛	mé	me2
罵	骂	mē	me7
脈	脉	me̍h	meh8
咪	咪	mi	mi
搣	搣	mi	mi
猛	猛	mí	mi2
彌	弥	mî	mi5
芒	芒	mî	mi5
綿	绵	mî	mi5
盲	盲	mî	mi5
暝	暝	mî	mi5
夜	夜	mî	mi5
冥	冥	mî	mi5
鋩	铓	mî	mi5
瞑	瞑	mî	mi5
棉	棉	mî	mi5
尾	尾	mī	mi7
媚	媚	mī	mi7
麵	面	mī	mi7
名	名	miâ	mia5
明	明	miâ	mia5
命	命	miā	mia7
乜	乜	mih	mih
物	物	mi̍h	mih8
晚	晚	mńg	mng2
門	门	mn̂g	mng5
毛	毛	mn̂g	mng5
眠	眠	mn̂g	mng5
問	问	mn̄g	mng7
裮	裮	moa	moa
廡	庑	moa	moa
滿	满	móa	moa2
麻	麻	môa	moa5
瞞	瞒	môa	moa5
鰻	鳗	môa	moa5
膜	膜	mo̍h	moh8
木	木	mo̍h	moh8
摸	摸	mo·	mou
劘	劘	mô·	mou5
麻	麻	mô·	mou5
犘	犘	mô·	mou5
螃	螃	mô·	mou5
摩	摩	mô·	mou5
旡	旡	mô·	mou5
磨	磨	mô·	mou5
酕	酕	mô·	mou5
芼	芼	mô·	mou5
毛	毛	mô·	mou5
髳	髳	mô·	mou5
魔	魔	mô·	mou5
藦	藦	mô·	mou5
髦	髦	mô·	mou5
塺	塺	mô·	mou5
無	无	mô·	mou5
旄	旄	mô·	mou5
耄	耄	mō·	mou7
芼	芼	mō·	mou7
蓩	蓩	mō·	mou7
冒	冒	mō·	mou7
媢	媢	mō·	mou7
摩	摩	mō·	mou7
眊	眊	mō·	mou7
瑁	瑁	mō·	mou7
帽	帽	mō·	mou7
沫	沫	mui	mui
浼	浼	múi	mui2
每	每	múi	mui2
糜	糜	mûi	mui5
梅	梅	mûi	mui5
某	某	mûi	mui5
塺	塺	mûi	mui5
玫	玫	mûi	mui5
腜	腜	mûi	mui5
禖	禖	mûi	mui5
煤	煤	mûi	mui5
呆	呆	mûi	mui5
莓	莓	mûi	mui5
脢	脢	mûi	mui5
鋂	鋂	mûi	mui5
霉	霉	mûi	mui5
蟆	蟆	mûi	mui5
媒	媒	mûi	mui5
囮	囮	mûi	mui5
枚	枚	mûi	mui5
昧	昧	mūi	mui7
痗	痗	mūi	mui7
眛	眛	mūi	mui7
妹	妹	mūi	mui7
韎	韎	mūi	mui7
魅	魅	mūi	mui7
蟆	蟆	mu̍ih	muih8
拏	拏	ná	na2
哪	哪	ná	na2
拿	拿	ná	na2
愈	愈	ná	na2
挪	挪	ná	na2
挐	挐	ná	na2
欖	榄	ná	na2
娜	娜	ná	na2
那	那	ná	na2
電	电	nà	na3
林	林	nâ	na5
籃	篮	nâ	na5
喦	喦	nâ	na5
巖	巖	nâ	na5
藍	蓝	nâ	na5
嚨	咙	nâ	na5
蘿	萝	nâ	na5
岩	岩	nâ	na5
鐃	铙	nâ	na5
嵒	嵒	nâ	na5
碞	碞	nâ	na5
磟	磟	nâ	na5
但	但	nā	na7
若	若	nā	na7
塌	塌	nah	nah
嬭	嬭	nái	nai2
妳	妳	nái	nai2
乃	乃	nái	nai2
奶	奶	nái	nai2
迺	迺	nái	nai2
孻	孻	nâi	nai5
籟	籁	nāi	nai7
荔	荔	nāi	nai7
瀨	濑	nāi	nai7
耏	耏	nāi	nai7
藾	藾	nāi	nai7
耐	耐	nāi	nai7
賚	赉	nāi	nai7
睞	睐	nāi	nai7
奈	奈	nāi	nai7
鼐	鼐	nāi	nai7
癩	癞	nāi	nai7
褦	褦	nāi	nai7
佴	佴	nāi	nai7
柰	柰	nāi	nai7
賴	赖	nāi	nai7
腦	脑	náu	nau2
惱	恼	náu	nau2
撓	挠	náu	nau2
呶	呶	nàu	nau3
鐃	铙	nâu	nau5
怓	怓	nâu	nau5
鬧	闹	nāu	nau7
嬭	嬭	né	ne2
妳	妳	né	ne2
奶	奶	né	ne2
靂	雳	ne̍h	neh8
揜	揜	ng	ng
掩	掩	ng	ng
央	央	ng	ng
秧	秧	ng	ng
阮	阮	ńg	ng2
抁	抁	ńg	ng2
影	影	ńg	ng2
向	向	ǹg	ng3
黃	黄	n̂g	ng5
彎	弯	n̂g	ng5
磺	磺	n̂g	ng5
王	王	n̂g	ng5
暈	晕	n̄g	ng7
厊	厊	ngá	nga2
雅	雅	ngá	nga2
訝	讶	ngái	ngai2
哎	哎	ngāi	ngai7
乂	乂	ngāi	ngai7
刈	刈	ngāi	ngai7
餀	餀	ngāi	ngai7
艾	艾	ngāi	ngai7
咬	咬	ngáu	ngau2
崤	崤	ngâu	ngau5
猇	猇	ngâu	ngau5
爻	爻	ngâu	ngau5
肴	肴	ngâu	ngau5
殽	殽	ngâu	ngau5
熬	熬	ngâu	ngau5
餚	肴	ngâu	ngau5
淆	淆	ngâu	ngau5
樂	乐	ngāu	ngau7
藕	藕	ngāu	ngau7
耦	耦	ngauh	ngauh
挾	挟	nge̍h	ngeh8
硬	硬	ngī	ngi7
迎	迎	ngiâ	ngia5
愕	愕	ngia̍h	ngiah8
揉	揉	ngiú	ngiu2
莢	荚	ngoeh	ngoeh
筴	䇲	ngoeh	ngoeh
夾	夹	ngo̍eh	ngoeh8
午	午	ngó·	ngou2
耦	耦	ngó·	ngou2
忤	忤	ngó·	ngou2
我	我	ngó·	ngou2
五	五	ngó·	ngou2
硪	硪	ngó·	ngou2
迕	迕	ngó·	ngou2
偶	偶	ngó·	ngou2
藕	藕	ngó·	ngou2
伍	伍	ngó·	ngou2
仵	仵	ngó·	ngou2
鋘	鋘	ngô·	ngou5
囮	囮	ngô·	ngou5
鼉	鼍	ngô·	ngou5
遨	遨	ngô·	ngou5
訛	讹	ngô·	ngou5
廒	廒	ngô·	ngou5
唔	唔	ngô·	ngou5
牾	牾	ngô·	ngou5
吪	吪	ngô·	ngou5
璈	璈	ngô·	ngou5
敖	敖	ngô·	ngou5
捂	捂	ngô·	ngou5
蜈	蜈	ngô·	ngou5
珴	珴	ngô·	ngou5
鵝	鹅	ngô·	ngou5
哦	哦	ngô·	ngou5
鰲	鳌	ngô·	ngou5
俄	俄	ngô·	ngou5
莪	莪	ngô·	ngou5
螯	螯	ngô·	ngou5
吾	吾	ngô·	ngou5
蛾	蛾	ngô·	ngou5
吳	吴	ngô·	ngou5
娥	娥	ngô·	ngou5
齬	龉	ngô·	ngou5
浯	浯	ngô·	ngou5
峨	峨	ngô·	ngou5
謷	謷	ngô·	ngou5
獒	獒	ngô·	ngou5
鯃	鯃	ngô·	ngou5
鼯	鼯	ngô·	ngou5
驁	骜	ngô·	ngou5
嗷	嗷	ngô·	ngou5
梧	梧	ngô·	ngou5
鼇	鼇	ngô·	ngou5
磝	磝	ngô·	ngou5
硪	硪	ngô·	ngou5
熬	熬	ngô·	ngou5
郚	郚	ngô·	ngou5
聱	聱	ngô·	ngou5
臥	卧	ngō·	ngou7
聱	聱	ngō·	ngou7
晤	晤	ngō·	ngou7
敖	敖	ngō·	ngou7
餓	饿	ngō·	ngou7
奡	奡	ngō·	ngou7
牾	牾	ngō·	ngou7
謷	謷	ngō·	ngou7
寤	寤	ngō·	ngou7
捂	捂	ngō·	ngou7
啎	啎	ngō·	ngou7
鏊	鏊	ngō·	ngou7
誤	误	ngō·	ngou7
傲	傲	ngō·	ngou7
驁	骜	ngō·	ngou7
奶	奶	ni	ni
勒	勒	ni	ni
嬭	嬭	ni	ni
拈	拈	ni	ni
瀝	沥	ni	ni
妳	妳	ni	ni
馜	馜	ní	ni2
耳	耳	ní	ni2
領	领	niá	ni2
嶺	岭	niá	ni2
爾	尔	ní	ni2
禰	祢	ní	ni2
你	你	ní	ni2
尒	尒	ní	ni2
苨	苨	ní	ni2
薾	薾	ní	ni2
們	们	ní	ni2
染	染	ní	ni2
柅	柅	ní	ni2
企	企	nì	ni3
連	连	nî	ni5
拎	拎	nî	ni5
簾	帘	nî	ni5
妮	妮	nî	ni5
泥	泥	nî	ni5
年	年	nî	ni5
哖	哖	nî	ni5
坭	坭	nî	ni5
呢	呢	nî	ni5
秜	秜	nî	ni5
尼	尼	nî	ni5
怩	怩	nî	ni5
